D_w_x_y_z		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
D_1_2_5_7	38	29	46	33	43	34	23	38	26	18	36	25	8	7	2	10	40	41	35	44	30	45	28	27	47	24	49	22	21	20	19	17	3	16	15	14	4	48	12	5	1	6	42	37	11	39	13	32	31	9	
D_1_2_5_7	39	34	8	46	15	24	36	35	41	25	23	43	18	44	38	2	3	10	7	4	14	33	32	30	29	27	45	26	48	6	22	21	40	17	11	12	5	19	42	47	0	37	31	28	20	16	13	9	1	39	
D_1_2_5_7	40	30	8	24	26	31	18	15	34	35	23	36	41	43	44	5	3	46	1	25	38	33	32	45	28	40	49	22	21	2	4	19	17	6	14	13	12	48	11	10	47	7	42	37	39	16	20	29	27	9	
D_1_2_5_7	41	30	24	44	41	40	38	36	35	31	25	17	15	49	1	10	3	5	13	47	45	43	42	39	4	37	6	32	12	8	7	28	14	11	16	18	19	20	22	21	48	26	23	29	2	9	34	33	46	27	
D_1_2_5_7	42	1	31	13	24	47	42	37	35	32	30	28	22	17	16	15	49	6	11	44	3	41	40	39	38	4	36	5	14	7	8	12	9	19	20	10	48	21	26	25	23	34	29	33	27	43	18	45	46	2	
D_1_2_5_7	43	1	31	42	37	39	13	49	30	22	20	17	16	12	9	6	5	47	28	27	38	36	40	35	32	44	45	24	11	48	2	3	19	7	26	10	46	4	43	41	8	25	15	18	34	33	21	23	29	14	
D_1_2_5_7	44	39	37	20	16	42	9	27	17	13	12	11	47	32	6	40	45	48	28	41	35	26	36	44	31	49	21	38	18	14	10	7	5	4	3	2	1	22	19	46	43	0	33	30	29	25	23	15	8	34	
D_1_2_5_7	45	9	39	22	21	20	28	29	16	45	14	13	27	12	47	32	6	33	42	37	11	31	43	34	41	26	49	48	23	40	18	44	7	5	4	3	2	1	25	19	46	0	36	35	30	17	15	10	8	38	
D_1_2_5_7	46	27	29	33	48	23	21	20	19	14	39	7	2	46	4	45	9	47	32	44	42	37	38	43	28	40	41	34	24	49	25	3	22	18	5	6	16	15	26	12	11	10	1	8	13	35	17	31	30	36	
D_1_2_5_7	47	18	29	46	33	34	19	14	26	21	10	43	7	23	48	4	2	8	32	24	38	36	40	41	44	45	47	35	28	49	25	22	20	17	16	15	27	9	11	1	3	5	6	39	12	13	37	31	30	42	
D_1_2_5_7	48	29	46	33	34	43	23	38	18	36	10	25	8	7	2	41	40	35	44	45	30	47	28	27	26	24	49	22	21	19	17	3	4	5	15	14	6	48	12	11	1	42	37	39	13	16	32	31	20	9	
D_1_2_5_7	49	8	46	15	24	41	36	35	34	25	23	43	44	38	18	19	2	3	4	10	13	33	32	31	30	29	14	27	5	48	6	7	21	11	12	17	45	26	40	42	47	0	37	28	22	20	16	9	1	39	
D_1_2_6_7	1	25	5	48	9	21	22	32	11	10	8	33	42	26	2	47	37	16	24	34	39	38	31	40	41	43	44	45	36	30	49	28	27	23	20	1	15	29	13	12	6	46	3	4	14	17	18	35	19	7	
D_1_2_6_7	2	9	25	16	15	30	32	12	22	10	29	31	7	48	5	43	26	47	33	34	24	37	39	40	41	42	44	46	36	38	49	27	1	21	20	19	2	3	28	11	6	45	4	13	14	17	18	35	23	8	
D_1_2_6_7	3	12	46	9	26	44	27	40	30	47	28	5	22	43	38	48	7	17	29	20	32	34	35	36	37	39	31	33	42	21	19	16	15	13	10	6	4	3	2	1	25	45	0	24	23	18	14	11	8	41	
D_1_2_6_7	4	46	12	20	38	30	28	26	43	48	19	17	13	40	5	47	3	7	1	9	18	41	35	42	33	32	31	14	29	15	44	37	6	23	22	21	39	16	27	4	45	0	24	34	25	11	10	8	2	36	
D_1_2_6_7	5	7	46	19	39	35	40	28	41	43	44	20	18	17	15	38	13	12	3	4	14	1	2	33	32	31	30	29	24	42	6	23	22	8	9	37	10	45	27	47	0	34	26	25	48	21	16	11	5	36	
D_1_2_6_7	6	4	35	14	24	20	28	18	17	13	23	45	44	46	6	3	39	1	41	33	40	30	29	27	42	31	19	22	21	37	16	15	12	10	8	7	47	2	43	38	0	34	32	26	25	48	11	9	5	36	
D_1_2_6_7	7	8	18	14	24	45	41	39	36	35	34	23	20	19	49	3	4	1	31	43	37	5	6	33	44	13	30	29	28	27	26	7	22	21	47	10	11	17	16	15	2	46	42	12	38	32	25	48	9	40	
D_1_2_6_7	8	45	8	24	36	35	34	29	23	21	18	16	15	14	49	11	2	4	31	39	38	37	3	42	32	13	30	5	43	27	26	44	48	6	1	7	19	47	17	10	40	41	46	12	28	25	22	20	9	33	
D_1_2_6_7	9	49	11	45	42	36	34	32	31	29	25	23	21	16	24	6	2	8	47	1	41	40	38	37	3	35	4	33	5	13	30	14	28	15	17	18	10	19	48	26	27	22	9	20	39	7	43	44	12	46	
D_1_2_6_7	10	49	34	36	11	25	5	27	22	32	33	37	2	10	8	42	26	38	43	45	40	31	29	28	41	44	39	24	23	1	6	9	48	15	16	13	18	19	20	21	17	35	14	12	30	7	4	3	46	47	
D_1_2_6_7	11	25	32	48	9	16	21	22	12	11	10	33	42	43	5	26	2	47	37	24	39	36	38	31	40	41	44	45	34	30	49	28	27	23	20	1	15	29	13	6	46	3	4	14	8	17	18	35	19	7	
D_1_2_6_7	12	25	9	38	26	48	22	30	31	32	33	27	12	28	10	7	5	43	47	39	37	36	34	41	42	29	44	46	40	24	49	21	20	19	1	2	16	15	3	11	6	45	4	13	23	14	35	17	18	8	
D_1_2_6_7	13	46	9	12	20	38	30	28	27	26	48	43	17	44	40	5	7	47	3	36	35	34	33	32	31	29	13	4	25	6	42	22	21	39	19	10	16	15	37	1	45	0	24	23	18	14	11	8	2	41	
D_1_2_6_7	14	7	46	12	20	38	41	35	30	28	26	48	19	17	40	47	3	9	13	14	1	37	42	33	32	31	4	29	5	27	43	23	22	21	39	18	44	16	15	6	45	0	24	34	25	11	10	8	2	36	
D_1_2_6_7	15	3	7	46	19	39	35	40	41	31	28	44	20	18	17	15	38	13	4	14	45	1	2	33	6	30	29	8	27	43	9	23	22	21	10	37	12	42	24	47	0	34	32	26	25	48	16	11	5	36	
D_1_2_6_7	16	35	4	18	14	24	41	44	23	20	17	13	39	46	1	6	3	45	12	36	40	33	2	31	30	29	28	42	43	47	22	21	37	7	8	16	15	10	26	19	0	34	32	27	25	48	11	9	5	38	
D_1_2_6_7	17	45	8	18	14	24	41	39	36	35	34	23	19	49	1	4	13	47	44	43	2	3	37	5	6	33	32	30	29	31	27	26	11	48	7	22	21	20	15	16	17	10	46	9	40	28	38	25	12	42	
D_1_2_6_7	18	49	45	8	42	36	34	32	29	23	21	18	16	15	14	24	11	4	2	5	38	37	3	35	13	31	30	6	27	26	43	48	44	1	47	19	10	17	39	40	41	46	12	28	25	7	22	9	20	33	
D_1_2_6_7	19	49	36	11	45	42	37	34	32	29	25	23	16	24	2	8	6	13	47	1	41	40	39	38	4	35	5	33	30	31	19	27	14	26	48	22	21	15	28	18	17	10	46	44	7	20	3	9	12	43	
D_1_2_6_7	20	49	34	25	11	22	32	33	16	36	37	27	8	42	5	2	10	40	39	41	43	44	31	30	45	29	28	38	24	48	1	6	9	12	15	13	19	20	21	23	17	35	18	14	26	7	4	3	46	47	
D_1_2_6_7	21	25	30	37	16	38	22	32	12	11	10	9	48	42	43	5	26	2	47	21	33	24	36	31	40	41	44	46	34	39	49	28	27	23	20	1	15	29	13	6	3	45	4	14	8	17	18	35	19	7	
D_1_2_6_7	22	12	9	25	22	26	27	38	28	43	30	31	48	10	46	7	5	47	33	32	29	34	40	36	37	24	19	21	20	42	16	15	44	11	6	3	2	1	41	39	45	0	23	18	17	14	13	8	4	35	
D_1_2_6_7	23	46	9	12	20	38	30	28	27	26	48	22	43	17	44	40	7	47	5	3	15	1	37	42	35	34	33	32	31	29	4	25	6	23	21	19	10	16	13	41	45	0	24	36	18	14	11	8	2	39	
D_1_2_6_7	24	7	46	19	28	20	38	17	14	13	48	44	12	9	41	35	40	3	47	26	32	31	30	29	37	27	33	39	23	22	21	18	43	15	45	6	5	4	1	42	0	24	34	25	16	11	10	8	2	36	
D_1_2_6_7	25	3	4	7	19	20	18	17	28	15	14	13	23	44	31	41	40	35	39	46	30	33	27	42	43	29	24	21	37	45	12	10	9	8	6	2	1	22	38	47	0	34	32	26	25	48	16	11	5	36	
D_1_2_6_7	26	35	4	18	14	24	36	41	23	20	17	13	44	39	1	3	6	45	10	37	2	34	33	31	30	29	28	27	26	43	47	22	21	40	7	8	16	15	46	19	42	0	32	25	48	12	11	9	5	38	
D_1_2_6_7	27	45	8	18	14	24	41	39	36	35	34	19	49	2	4	1	3	43	37	5	6	33	32	31	11	29	44	27	30	48	23	21	20	7	47	17	16	15	10	13	42	26	46	12	38	28	25	22	9	40	
D_1_2_6_7	28	49	8	11	45	42	36	34	32	29	23	21	18	16	15	24	10	2	4	6	13	47	1	43	40	39	38	37	3	35	14	31	5	27	26	48	17	30	19	28	12	46	44	9	41	22	7	25	33	20	
D_1_2_6_7	29	49	36	25	11	45	42	37	34	33	32	29	22	16	24	2	6	8	14	47	1	41	40	39	38	35	5	13	28	31	26	15	48	23	10	21	27	19	18	17	46	12	44	43	20	4	7	9	30	3	
D_1_2_6_7	30	49	48	25	11	33	37	32	10	8	42	5	22	2	16	34	31	30	29	38	39	40	41	43	44	45	36	28	24	26	1	6	9	12	27	15	13	17	19	20	21	23	14	18	7	4	3	46	47	35	
D_1_2_6_7	31	25	38	26	48	32	22	21	33	16	15	31	12	30	10	9	5	43	47	11	39	40	37	36	34	41	42	44	46	24	49	28	1	2	3	6	29	13	20	23	27	17	14	35	8	7	19	4	45	18	
D_1_2_6_7	32	25	9	12	38	26	27	40	28	30	31	43	44	33	7	46	5	47	22	48	32	29	34	35	36	24	21	20	37	41	16	15	42	10	3	2	1	39	19	45	0	18	17	14	13	11	8	6	4	23	
D_1_2_6_7	33	46	9	12	20	38	30	28	27	26	43	48	17	44	40	47	3	13	7	5	4	35	34	33	32	31	29	6	23	22	21	1	19	18	10	16	15	42	37	45	41	0	24	36	25	14	11	8	2	39	
D_1_2_6_7	34	7	46	19	20	38	17	44	15	14	13	28	12	9	41	35	40	4	3	47	32	37	31	30	29	33	27	39	42	43	23	22	21	18	45	8	6	5	1	26	0	24	34	25	48	16	11	10	2	36	
D_1_2_6_7	35	4	7	24	39	35	40	41	28	44	23	20	18	17	45	19	13	1	46	3	14	15	2	33	31	30	29	6	42	43	8	9	22	21	10	37	12	27	38	47	0	34	32	26	25	48	16	11	5	36	
D_1_2_6_7	36	4	18	14	24	45	41	39	36	35	23	20	17	13	49	1	3	6	11	47	46	44	43	2	37	34	33	30	29	31	27	15	16	10	19	8	28	22	21	7	26	38	40	48	42	25	9	32	12	5	
D_1_2_6_7	37	45	8	14	24	41	39	36	35	34	23	21	19	18	49	4	11	1	2	31	37	5	6	42	32	43	30	29	44	26	48	7	47	20	10	17	16	15	27	3	46	12	38	33	13	28	25	22	9	40	
D_1_2_6_7	38	24	11	49	36	23	32	21	34	18	16	2	29	10	42	8	6	45	39	38	37	35	43	33	47	31	30	40	3	26	27	25	48	4	19	17	15	14	13	5	1	46	44	7	12	41	28	20	22	9	
D_1_2_6_7	39	49	34	36	11	25	6	8	22	10	29	37	2	42	16	32	33	41	28	31	35	27	45	39	40	47	38	24	48	23	21	19	18	17	15	14	13	26	9	5	1	46	3	44	12	4	7	20	30	43	
D_1_2_6_7	40	25	48	22	16	37	32	26	11	10	34	8	42	5	2	47	33	31	30	24	39	38	40	41	43	44	45	36	29	49	27	1	6	9	12	28	15	13	19	20	21	23	17	35	14	18	7	4	3	46	
D_1_2_6_7	41	25	38	15	32	26	12	31	10	9	40	22	30	5	43	48	47	16	33	24	36	37	39	41	42	44	46	34	29	49	27	1	2	3	6	7	28	13	11	19	20	21	17	35	8	18	4	45	23	14	
D_1_2_6_7	42	12	46	9	22	26	27	28	30	31	43	44	25	40	7	47	5	38	48	34	32	29	35	36	37	33	20	21	39	19	42	17	16	15	10	4	3	2	1	41	45	0	24	18	14	13	11	8	6	23	
D_1_2_6_7	43	46	12	13	28	48	30	20	38	17	43	26	27	9	7	40	5	3	47	1	44	35	41	33	32	37	31	29	19	39	23	22	21	18	16	15	6	4	42	45	0	24	34	25	14	11	10	8	2	36	
D_1_2_6_7	44	7	46	20	38	41	35	28	44	39	19	17	15	14	40	12	9	3	4	13	1	37	2	42	33	32	31	30	29	27	5	45	23	22	21	6	8	18	10	43	47	0	24	34	26	25	48	16	11	36	
D_1_2_6_7	45	35	4	24	41	28	44	45	23	20	18	17	14	13	39	46	1	7	6	3	37	40	2	33	42	31	30	29	43	12	22	21	8	38	9	10	16	15	27	19	47	0	34	32	26	25	48	11	5	36	
D_1_2_6_7	46	18	14	24	45	41	39	36	35	34	23	20	19	17	49	4	6	13	1	3	31	37	43	33	44	30	29	28	27	7	22	21	8	47	10	11	16	15	26	2	46	42	12	38	5	32	25	48	9	40	
D_1_2_6_7	47	45	8	14	24	36	35	34	23	21	19	18	49	2	4	11	30	40	39	38	37	3	43	32	31	29	44	41	27	1	48	5	6	20	7	47	17	16	15	10	13	26	42	46	12	28	25	22	9	33	
D_1_2_6_7	48	24	11	49	36	23	31	21	32	18	34	16	25	29	42	8	6	45	37	40	35	41	33	43	47	30	38	3	26	2	48	4	19	17	15	14	13	27	5	1	10	28	46	44	12	9	39	20	22	7	
D_1_2_6_7	49	49	34	36	11	25	42	22	27	29	32	33	37	2	10	8	45	44	47	39	31	28	40	41	26	38	24	23	5	6	9	48	14	15	13	17	18	19	20	21	16	35	30	12	7	43	4	3	46	1	
D_1_3_4_5	1	4	36	43	32	18	17	35	15	14	26	12	27	47	38	8	5	3	2	1	39	40	34	33	31	30	28	37	21	42	48	23	22	41	44	19	16	9	7	6	25	45	46	0	24	20	13	11	10	29	
D_1_3_4_5	2	4	6	27	12	21	32	34	18	17	35	36	39	26	42	43	7	5	44	2	47	41	37	31	30	40	24	49	48	1	3	8	19	16	15	14	25	11	46	45	9	10	38	33	20	22	23	29	28	13	
D_1_3_4_5	3	41	34	24	44	42	39	36	32	27	26	48	21	19	18	49	7	12	5	6	8	47	43	2	3	4	37	35	14	31	30	15	16	10	23	17	11	29	20	28	46	45	1	40	38	22	25	33	9	13	
D_1_3_4_5	4	44	7	19	24	42	41	39	34	32	27	48	18	16	49	10	6	14	47	46	45	1	43	3	40	4	37	35	5	30	31	23	8	12	26	17	11	9	20	29	22	21	15	28	38	36	25	33	13	2	
D_1_3_4_5	5	10	24	44	42	41	39	34	30	48	22	21	20	19	16	49	9	7	6	15	47	46	45	1	3	40	37	35	5	33	14	31	32	28	18	12	11	29	8	25	27	23	38	4	36	2	43	26	17	13	
D_1_3_4_5	6	46	20	10	24	25	48	22	31	19	16	28	41	40	9	47	45	30	44	43	42	39	33	34	35	29	37	32	36	49	26	1	3	7	8	12	13	11	15	17	18	21	23	14	38	27	6	5	4	2	
D_1_3_4_5	7	13	46	45	25	23	22	20	33	16	29	11	28	9	40	1	10	38	37	36	39	35	32	43	31	44	47	30	24	49	26	2	3	7	12	15	8	18	19	21	48	17	34	14	27	41	42	6	5	4	
D_1_3_4_5	8	28	33	13	38	25	15	20	11	30	9	22	23	43	45	2	46	37	29	27	24	26	36	39	40	31	35	49	21	18	17	1	3	14	12	10	8	48	5	47	44	4	42	7	6	34	32	16	19	41	
D_1_3_4_5	9	13	2	38	29	23	31	33	17	37	14	25	28	40	8	43	45	46	4	1	11	42	36	35	32	30	47	24	49	26	3	22	5	20	6	9	15	27	44	7	41	12	39	16	18	34	19	21	48	10	
D_1_3_4_5	10	2	38	43	23	29	32	45	33	15	14	13	12	36	8	47	5	4	3	1	28	37	34	31	30	35	27	49	25	42	22	21	41	17	16	11	9	6	26	40	44	46	0	48	20	19	18	10	7	39	
D_1_3_4_5	11	4	5	12	43	30	18	17	32	15	14	27	26	47	35	36	38	3	2	39	33	37	31	42	28	34	44	41	48	22	21	40	19	16	9	8	7	6	1	25	45	46	0	24	23	20	13	11	10	29	
D_1_3_4_5	12	4	6	12	21	32	34	18	17	35	36	39	27	26	41	42	8	7	5	44	47	37	43	31	30	40	24	49	48	1	23	2	3	19	16	15	14	25	11	46	45	9	38	13	33	20	22	29	28	10	
D_1_3_4_5	13	41	34	16	24	44	42	39	36	27	26	48	21	19	18	49	12	5	6	7	15	47	45	43	3	4	37	35	14	31	30	32	8	17	23	11	10	29	20	28	13	46	1	40	38	22	9	25	33	2	
D_1_3_4_5	14	44	7	19	24	42	41	39	34	27	48	22	18	16	49	10	6	14	47	46	45	1	3	40	4	37	35	5	32	30	31	28	15	17	11	20	21	29	9	8	26	23	38	36	25	2	43	33	12	13	
D_1_3_4_5	15	20	10	24	44	42	41	34	28	48	22	21	19	16	49	9	7	6	14	47	46	45	1	3	40	39	37	36	35	33	32	31	8	29	15	12	27	25	18	23	30	11	17	43	13	38	26	4	5	2	
D_1_3_4_5	16	46	20	10	24	25	48	22	31	19	16	29	28	9	40	45	37	35	34	33	32	41	42	43	44	30	47	39	36	49	26	1	2	3	7	12	13	11	15	17	18	21	14	38	27	8	6	5	4	23	
D_1_3_4_5	17	13	22	46	25	23	20	33	37	29	11	28	9	1	40	3	45	10	30	47	31	32	35	36	43	38	39	44	24	49	26	2	7	8	15	17	12	18	19	21	48	16	14	27	41	42	6	5	4	34	
D_1_3_4_5	18	33	13	38	25	28	35	23	11	37	9	20	43	45	2	46	30	29	27	26	24	39	40	42	31	36	49	22	1	3	4	5	8	48	12	14	10	15	17	18	21	32	16	7	6	41	44	19	47	34	
D_1_3_4_5	19	13	2	38	23	36	17	37	14	29	40	11	31	43	8	45	46	5	4	25	1	33	30	24	35	42	47	32	28	49	26	3	22	6	9	15	27	7	44	10	41	39	16	18	19	34	20	21	48	12	
D_1_3_4_5	20	38	13	43	23	32	33	36	15	14	12	27	4	8	47	1	5	2	3	29	30	31	37	34	35	40	28	39	49	21	25	22	41	45	18	17	16	11	9	6	26	42	44	46	0	20	19	10	7	48	
D_1_3_4_5	21	4	5	32	43	21	39	30	18	17	15	14	27	26	47	35	7	36	2	38	12	33	34	31	37	41	28	44	40	48	42	19	16	9	8	6	3	1	25	45	46	0	24	23	22	20	13	11	10	29	
D_1_3_4_5	22	6	24	47	44	41	39	36	34	32	27	26	48	21	18	17	49	8	12	4	5	7	1	2	43	42	3	40	37	35	15	31	16	23	14	25	19	11	30	46	45	13	20	29	38	10	9	28	33	22	
D_1_3_4_5	23	44	41	34	7	16	24	42	39	27	26	48	21	19	18	49	12	6	15	47	45	1	43	3	4	37	35	5	14	31	30	32	8	17	11	23	20	29	10	28	13	46	2	40	38	36	9	25	33	22	
D_1_3_4_5	24	44	7	19	10	24	42	41	35	34	48	22	16	49	6	31	40	39	1	37	45	4	5	46	32	12	30	29	28	27	26	47	23	8	21	20	9	18	17	11	15	14	3	43	13	38	36	33	25	2	
D_1_3_4_5	25	10	20	24	46	44	42	41	40	34	28	48	22	19	16	49	11	9	6	15	47	1	45	3	39	36	35	33	14	31	30	32	7	27	25	8	23	18	21	29	12	13	17	2	5	4	38	37	26	43	
D_1_3_4_5	26	46	45	20	10	28	19	29	11	9	40	22	31	25	16	32	30	33	24	35	36	39	41	42	43	44	47	34	37	49	26	1	2	3	7	13	14	12	17	18	21	48	15	38	27	8	6	5	4	23	
D_1_3_4_5	27	13	46	22	29	23	30	20	33	15	25	37	28	10	9	40	45	3	11	36	38	35	39	32	31	43	47	24	49	26	1	2	5	12	8	18	19	21	48	17	34	16	14	27	7	6	41	42	44	4	
D_1_3_4_5	28	25	33	13	38	23	28	20	29	30	11	37	43	45	46	2	9	39	26	40	36	35	42	31	27	47	24	49	22	21	1	18	17	3	4	15	14	5	48	8	6	44	10	7	12	34	16	32	19	41	
D_1_3_4_5	29	13	2	38	25	31	23	33	36	17	37	14	29	43	45	8	5	4	3	1	40	30	46	47	35	34	32	42	24	49	27	26	6	22	9	11	15	28	12	7	44	10	39	16	18	19	20	21	48	41	
D_1_3_4_5	30	4	38	13	43	23	32	33	35	36	15	14	12	27	8	47	5	3	2	1	28	39	40	34	31	30	29	37	21	42	25	22	41	19	18	17	16	9	6	26	44	45	46	0	24	20	11	10	7	48	
D_1_3_4_5	31	4	44	42	43	21	39	18	17	14	27	12	32	47	34	35	7	36	5	2	38	26	31	30	41	37	28	33	40	48	19	16	15	9	8	6	3	1	25	45	46	0	24	23	22	20	13	11	10	29	
D_1_3_4_5	32	24	44	41	39	36	34	32	27	26	48	21	19	18	17	49	6	12	4	8	7	5	14	47	1	43	42	2	40	3	37	35	15	30	16	11	23	31	10	46	45	13	20	22	9	25	28	29	33	38	
D_1_3_4_5	33	44	41	7	16	24	42	39	34	32	27	26	48	21	19	18	49	6	47	45	1	43	3	4	37	35	5	15	31	30	14	22	8	17	10	12	23	20	29	11	46	13	2	28	38	36	25	33	9	40	
D_1_3_4_5	34	44	48	7	10	24	42	41	34	30	22	19	16	49	6	31	40	39	1	37	45	35	46	47	32	12	5	29	28	27	26	25	23	8	21	20	9	18	17	11	15	14	3	43	13	38	36	4	33	2	
D_1_3_4_5	35	46	20	10	24	41	40	31	28	48	22	19	16	49	11	9	6	27	3	39	44	45	36	35	34	33	32	12	30	29	42	26	25	23	7	21	8	18	47	15	14	1	43	13	4	38	37	5	17	2	
D_1_3_4_5	36	46	45	29	20	28	33	11	10	9	40	22	31	25	16	32	30	34	24	36	37	39	41	42	43	44	47	35	38	49	26	1	2	3	7	13	15	12	18	19	21	48	17	14	27	8	6	5	4	23	
D_1_3_4_5	37	46	13	33	25	15	29	20	11	10	37	38	28	40	22	45	23	9	30	24	35	26	39	43	47	31	36	49	21	19	18	17	1	2	3	14	12	8	48	5	27	44	4	7	41	6	34	16	32	42	
D_1_3_4_5	38	13	38	33	28	46	45	43	23	29	17	11	1	25	37	20	31	2	9	30	24	36	39	40	42	47	35	27	49	22	21	3	4	18	5	15	14	26	6	8	48	44	7	12	10	16	34	32	19	41	
D_1_3_4_5	39	13	2	38	25	23	33	36	17	37	15	14	29	43	8	45	47	5	4	3	1	42	30	35	34	32	31	40	24	49	27	6	22	9	16	12	28	11	46	7	44	10	39	18	19	20	21	48	26	41	
D_1_3_4_5	40	4	13	43	23	32	35	36	15	14	26	12	27	38	8	47	5	3	2	1	39	40	34	33	31	30	28	37	21	42	48	22	41	44	19	18	17	16	9	6	25	45	46	0	24	20	11	10	7	29	
D_1_3_4_5	41	4	27	26	34	18	17	35	36	12	39	21	42	7	43	5	44	2	47	32	28	31	30	24	40	41	37	38	49	48	1	3	6	19	16	15	14	25	8	9	46	45	13	11	33	20	22	23	29	10	
D_1_3_4_5	42	41	24	44	39	36	34	32	27	26	48	21	19	18	14	49	6	12	4	8	7	5	47	43	42	2	40	3	37	35	31	15	10	16	17	23	11	20	30	46	45	1	29	38	9	25	28	33	13	22	
D_1_3_4_5	43	44	41	7	19	24	42	39	34	32	27	26	48	21	18	16	49	6	47	45	1	43	3	4	37	35	5	31	30	29	14	8	17	12	20	11	23	22	10	9	38	28	40	25	2	33	15	13	46	36	
D_1_3_4_5	44	7	10	24	44	42	41	39	34	30	48	22	19	18	16	49	6	15	47	46	45	1	3	40	37	35	5	33	14	31	32	28	27	25	8	23	17	9	12	29	21	20	11	13	4	2	38	36	26	43	
D_1_3_4_5	45	46	20	10	28	19	22	11	9	40	41	6	31	48	25	16	32	30	33	24	35	29	37	39	42	44	45	47	34	36	49	26	1	3	7	8	14	12	17	18	21	23	15	13	38	27	5	43	4	2	
D_1_3_4_5	46	13	46	45	29	25	22	20	33	16	11	28	9	40	10	47	30	31	44	32	43	42	35	36	37	39	38	34	24	49	26	48	23	21	19	18	17	15	1	12	2	7	3	4	8	6	41	27	14	5	
D_1_3_4_5	47	46	28	33	13	38	25	15	23	11	10	9	20	37	40	22	45	30	29	26	24	36	39	43	31	35	49	21	1	18	17	2	14	3	12	8	48	5	47	44	42	41	7	6	34	32	16	19	27	4	
D_1_3_4_5	48	13	38	29	23	31	20	33	17	37	14	25	28	40	9	43	45	46	4	2	1	11	42	36	35	47	30	24	49	26	3	22	21	5	6	8	15	27	44	7	41	12	39	16	18	34	19	32	48	10	
D_1_3_4_5	49	13	38	2	15	14	29	23	36	43	45	47	5	4	3	1	8	33	30	31	32	24	35	37	40	41	42	34	28	49	26	25	6	22	21	17	16	27	12	11	9	46	7	44	39	18	19	20	48	10	
D_1_3_4_6	1	1	36	8	18	42	40	17	30	44	23	32	12	47	7	34	4	2	10	48	31	33	29	39	27	38	24	21	43	19	16	15	45	46	6	5	3	41	37	0	28	26	25	22	20	14	13	11	9	35	
D_1_3_4_6	2	1	47	36	11	40	48	32	20	34	17	28	12	27	42	4	2	10	41	38	35	43	44	33	46	31	30	29	24	49	25	23	3	21	5	18	15	6	7	8	45	9	39	26	14	37	16	19	22	13	
D_1_3_4_6	3	27	20	5	17	11	25	48	22	28	12	36	40	1	47	46	43	44	29	30	31	32	33	34	35	42	41	38	24	49	21	19	18	2	3	4	6	10	8	23	45	7	39	26	37	13	14	15	16	9	
D_1_3_4_6	4	11	20	22	35	25	5	21	47	39	17	27	28	13	14	46	31	49	36	40	42	32	33	34	41	19	43	18	16	15	12	10	44	8	6	4	3	48	38	45	0	30	29	26	23	9	7	2	1	37	
D_1_3_4_6	5	11	20	25	35	28	22	21	27	15	14	13	41	49	31	5	45	9	39	29	30	26	32	38	34	40	19	17	16	42	43	44	6	3	46	47	23	37	0	33	48	18	12	10	8	7	4	2	1	36	
D_1_3_4_6	6	22	9	13	25	31	21	19	35	16	15	14	26	29	39	41	6	5	43	45	37	40	42	33	32	44	30	46	24	49	27	48	23	20	18	17	3	28	7	47	1	2	4	11	10	38	12	36	34	8	
D_1_3_4_6	7	26	9	13	14	24	45	39	37	35	33	31	29	23	16	15	49	6	8	32	2	38	3	4	43	12	30	7	40	28	25	48	10	22	21	46	19	18	41	44	42	47	1	11	34	5	27	20	17	36	
D_1_3_4_6	8	9	37	45	26	33	16	38	32	23	24	8	7	6	30	3	2	29	18	19	31	39	40	41	43	44	46	34	28	49	13	48	1	4	10	15	14	12	47	5	42	11	25	36	35	17	20	21	22	27	
D_1_3_4_6	9	37	7	24	16	38	34	26	42	43	10	33	8	23	4	3	2	18	19	32	30	41	39	44	45	46	47	36	29	49	27	1	5	6	9	12	13	15	14	21	48	20	28	40	35	11	22	31	25	17	
D_1_3_4_6	10	1	2	8	12	24	30	23	32	34	36	38	42	10	44	7	4	29	41	40	39	37	45	33	46	47	43	27	49	17	3	48	5	21	19	18	26	16	15	14	13	6	9	11	28	20	22	31	25	35	
D_1_3_4_6	11	1	36	12	27	18	17	30	44	32	42	48	47	34	7	40	4	2	10	33	31	37	29	28	41	24	19	43	21	20	38	16	15	45	46	8	6	5	3	23	39	0	26	25	22	14	13	11	9	35	
D_1_3_4_6	12	47	36	11	27	17	34	28	12	10	40	42	43	48	4	1	21	20	30	31	29	24	33	35	41	44	46	32	38	49	25	23	22	2	18	3	15	5	6	7	8	45	39	26	13	37	14	16	19	9	
D_1_3_4_6	13	22	20	17	11	36	25	48	28	12	27	1	47	46	44	5	40	38	29	30	32	33	34	35	43	42	41	31	24	49	21	19	18	16	15	2	3	10	4	6	8	23	45	39	9	26	37	13	14	7	
D_1_3_4_6	14	11	20	35	25	28	22	14	47	46	17	5	13	49	21	39	31	27	33	40	34	30	48	38	18	19	16	15	42	10	43	44	45	6	4	3	41	36	0	32	29	26	23	12	9	8	7	2	1	37	
D_1_3_4_6	15	25	22	35	11	49	31	29	28	39	21	20	15	14	37	41	13	5	9	45	19	34	38	32	47	30	46	3	27	26	42	16	23	6	44	43	17	40	0	33	48	18	12	10	8	7	4	2	1	36	
