D_w_x_y_z		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
D_1_4_6_7	32	25	27	32	44	49	20	26	16	15	13	21	23	31	36	37	47	28	33	34	35	41	40	29	19	38	18	17	42	12	11	10	43	45	6	5	4	46	2	22	39	0	48	14	9	8	7	3	1	30	
D_1_4_6_7	33	37	36	32	23	49	25	21	19	16	15	13	44	20	47	6	3	10	38	1	2	35	34	33	31	41	29	28	26	11	4	48	5	22	39	18	17	46	45	43	40	42	0	27	14	12	9	8	7	30	
D_1_4_6_7	34	36	23	6	13	49	37	32	48	21	19	15	20	9	3	47	5	4	11	26	38	1	2	35	34	33	31	30	29	40	25	22	39	46	43	16	14	10	41	42	44	45	0	27	18	17	12	8	7	28	
D_1_4_6_7	35	49	23	48	34	20	19	18	36	15	38	30	13	9	41	6	5	4	3	46	11	29	39	40	37	43	32	47	31	24	26	1	21	17	7	14	10	8	27	2	45	44	42	12	16	35	33	22	25	28	
D_1_4_6_7	36	9	14	30	48	38	29	41	11	19	43	7	6	5	4	3	46	1	45	18	24	31	39	34	36	37	33	28	49	15	23	22	2	21	8	17	16	10	13	47	44	42	26	40	27	35	20	32	25	12	
D_1_4_6_7	37	9	14	7	8	30	33	34	35	29	22	24	41	42	4	43	45	10	18	28	40	38	46	31	48	49	1	2	19	17	3	16	15	13	5	6	12	11	25	47	44	37	23	36	32	20	21	27	26	39	
D_1_4_6_7	38	24	7	8	30	22	31	33	34	18	17	35	14	28	26	40	41	42	45	2	1	12	38	43	46	47	29	39	49	48	3	21	4	20	16	9	10	25	5	44	6	15	13	27	37	36	19	32	23	11	
D_1_4_6_7	39	42	27	12	25	26	39	28	44	14	45	22	24	8	7	40	33	35	2	1	31	34	48	30	41	18	20	43	17	16	11	10	9	46	5	47	3	21	38	0	36	32	29	23	19	15	13	6	4	37	
D_1_4_6_7	40	42	27	44	12	24	35	31	28	26	25	39	17	40	10	8	13	38	37	1	2	34	33	32	3	43	29	4	47	11	7	48	22	21	46	19	18	16	15	45	5	20	0	36	30	23	14	9	6	41	
D_1_4_6_7	41	47	27	44	25	31	21	2	37	39	26	17	32	12	13	16	28	24	33	34	35	36	38	29	48	20	22	19	18	15	43	11	10	45	46	6	5	4	1	42	40	41	0	23	14	9	8	7	3	30	
D_1_4_6_7	42	32	27	25	23	44	49	37	36	16	15	13	20	47	11	12	38	1	2	35	34	33	31	41	29	28	4	26	42	6	22	21	39	19	18	17	46	45	43	10	5	40	0	48	14	9	8	7	3	30	
D_1_4_6_7	43	37	36	32	23	13	49	21	19	16	15	20	47	6	3	5	11	38	1	2	35	34	33	31	41	29	28	25	10	48	4	22	39	43	17	46	44	9	45	26	40	42	0	27	18	14	12	8	7	30	
D_1_4_6_7	44	36	23	6	49	37	32	48	21	19	15	13	20	11	9	4	5	3	46	47	26	41	33	34	35	2	1	38	30	29	40	43	25	22	39	17	16	14	10	44	42	45	0	28	27	18	12	8	7	31	
D_1_4_6_7	45	49	23	41	9	48	20	19	18	36	15	30	38	6	5	4	3	46	1	11	29	39	40	37	43	34	32	31	24	13	26	21	17	7	14	8	10	47	2	45	44	42	28	27	16	35	33	22	25	12	
D_1_4_6_7	46	9	30	14	7	34	38	48	29	41	19	43	6	5	4	3	45	46	18	31	24	39	36	37	40	33	28	49	13	1	22	21	2	17	8	16	15	10	11	47	44	42	27	26	35	20	32	23	25	12	
D_1_4_6_7	47	14	30	7	8	24	17	34	35	41	10	9	42	43	4	45	22	29	18	33	31	40	28	46	47	38	26	49	48	1	2	3	19	16	15	6	11	12	27	44	5	13	25	37	36	32	20	21	23	39	
D_1_4_6_7	48	24	7	8	28	22	30	31	33	18	34	35	14	26	40	41	42	45	2	1	12	27	38	43	44	47	29	39	49	48	3	21	20	17	16	25	9	10	46	4	5	6	15	13	37	36	19	32	23	11	
D_1_4_6_7	49	42	27	12	25	39	26	17	28	14	44	22	24	45	8	7	33	35	2	40	31	34	48	30	29	19	20	18	16	43	11	10	46	5	47	3	1	21	38	41	0	36	32	23	15	13	9	6	4	37	
D_1_5_6_7	1	8	46	43	23	26	21	19	16	30	13	48	25	10	7	5	42	37	33	31	34	29	28	35	27	38	32	49	39	18	17	14	45	11	47	4	3	2	1	22	40	44	0	36	20	15	12	9	6	41	
D_1_5_6_7	2	29	46	23	21	27	34	25	28	39	10	22	7	42	43	2	48	33	31	24	35	38	40	41	45	47	32	37	49	19	1	3	4	16	14	5	13	26	11	8	20	44	6	12	36	15	17	18	30	9	
D_1_5_6_7	3	23	29	7	46	22	21	28	36	16	14	13	25	10	9	40	6	33	2	1	42	41	34	27	35	31	24	44	43	19	45	15	11	8	47	4	3	48	39	0	37	32	30	26	20	18	17	12	5	38	
D_1_5_6_7	4	11	1	20	6	29	25	40	41	27	16	28	23	9	7	34	47	36	22	31	30	32	33	35	24	19	21	44	15	14	13	45	10	8	46	3	2	39	43	42	0	37	26	48	18	17	12	5	4	38	
D_1_5_6_7	5	6	9	20	24	47	44	41	40	36	34	29	28	27	15	49	1	2	12	11	13	3	4	39	38	37	7	33	14	31	30	32	10	16	21	22	23	19	48	35	25	8	18	42	43	17	45	46	26	5	
D_1_5_6_7	6	15	20	6	44	36	9	49	14	12	11	17	4	3	31	1	32	34	33	40	38	30	41	43	45	47	37	28	24	16	2	25	48	22	5	7	19	18	27	13	46	8	42	26	39	35	21	23	29	10	
D_1_5_6_7	7	20	12	24	45	44	41	38	35	32	18	17	15	49	3	4	5	8	11	37	36	34	33	6	30	42	28	27	31	25	48	43	22	2	1	19	9	47	14	39	26	46	13	29	23	21	7	16	10	40	
D_1_5_6_7	8	18	12	17	24	45	44	43	38	37	35	32	30	26	19	15	49	5	8	4	16	36	40	41	33	14	31	42	3	27	25	48	2	22	10	47	13	9	39	1	46	7	34	29	28	23	21	20	11	6	
D_1_5_6_7	9	26	18	5	17	43	30	31	32	35	37	38	39	42	8	45	3	27	41	36	44	34	46	47	40	24	49	48	2	4	10	12	13	25	15	16	14	21	22	19	33	20	11	29	9	7	6	28	23	1	
D_1_5_6_7	10	26	42	48	30	21	32	18	16	35	37	38	13	10	8	5	43	45	46	39	28	40	41	34	33	31	47	24	49	12	1	23	2	3	19	17	4	14	27	7	44	6	25	11	36	15	20	22	29	9	
D_1_5_6_7	11	23	46	21	25	19	26	27	16	28	13	30	43	10	7	33	42	37	48	32	29	34	35	38	31	49	39	18	17	14	45	11	8	47	5	4	3	2	1	22	40	44	0	36	20	15	12	9	6	41	
D_1_5_6_7	12	21	46	23	29	33	25	39	10	28	7	42	22	2	48	34	16	31	24	36	38	40	41	43	45	47	35	37	49	26	1	3	19	4	5	15	14	13	27	11	8	44	6	12	17	18	32	30	20	9	
D_1_5_6_7	13	29	23	7	40	14	13	28	33	10	25	16	6	46	22	36	1	9	21	24	31	27	34	35	41	30	32	19	48	20	44	15	45	11	8	4	47	2	42	39	43	0	37	26	18	17	12	5	3	38	
D_1_5_6_7	14	20	29	6	11	36	34	28	27	25	23	22	40	41	47	1	9	7	39	38	35	2	33	32	31	30	3	4	13	44	8	21	10	19	46	16	15	14	12	24	43	45	42	0	26	48	18	17	5	37	
D_1_5_6_7	15	36	6	9	20	24	47	44	41	40	34	29	22	15	49	12	1	2	11	14	3	4	39	38	37	5	7	33	32	13	30	31	28	16	21	10	48	19	27	23	25	26	8	18	42	43	17	45	46	35	
D_1_5_6_7	16	9	12	44	6	20	3	17	36	11	1	31	14	15	4	49	33	32	34	37	41	39	40	42	43	45	47	38	30	24	18	27	2	25	48	5	22	7	19	28	13	46	8	29	16	21	35	23	26	10	
D_1_5_6_7	17	18	12	24	45	44	41	38	37	35	26	20	17	15	49	3	11	5	8	4	34	6	36	39	14	42	43	2	1	47	33	32	31	28	27	25	48	9	22	19	30	16	46	10	40	13	23	7	29	21	
D_1_5_6_7	18	37	18	17	24	45	44	43	38	35	32	30	26	19	15	49	12	5	8	13	4	36	41	42	33	14	31	3	2	27	9	25	48	22	21	10	47	16	39	40	1	46	7	34	29	28	23	20	11	6	
D_1_5_6_7	19	26	18	17	43	30	31	32	35	37	38	48	39	42	8	5	45	3	46	41	44	34	47	28	27	40	24	49	13	2	21	4	19	16	15	14	25	12	10	1	6	7	9	23	36	33	20	29	22	11	
D_1_5_6_7	20	26	13	21	16	35	37	38	10	18	23	48	42	5	43	45	46	30	8	32	31	24	34	39	40	41	47	33	29	49	27	1	22	2	19	17	3	14	4	28	7	44	6	11	12	36	15	20	25	9	
D_1_5_6_7	21	23	46	42	22	21	27	19	43	28	16	30	13	25	10	33	7	2	48	32	29	34	35	41	37	38	31	49	39	17	14	45	11	8	47	5	4	3	1	26	40	44	0	20	18	15	12	9	6	36	
D_1_5_6_7	22	23	46	29	7	36	22	21	28	16	33	34	48	25	10	42	2	39	35	40	41	31	43	27	45	47	24	49	19	1	3	4	15	14	13	5	6	26	11	8	20	44	38	37	12	32	17	30	18	9	
D_1_5_6_7	23	29	23	7	40	14	13	28	11	10	25	16	6	21	22	36	1	9	33	24	31	27	34	35	41	30	32	19	20	44	45	15	46	8	47	4	3	2	42	39	43	0	37	26	48	18	17	12	5	38	
D_1_5_6_7	24	20	6	11	36	34	29	28	27	25	40	12	41	9	1	2	7	47	39	38	37	35	33	32	31	30	3	4	24	44	23	22	21	8	19	46	16	15	14	13	10	45	43	0	26	48	18	17	5	42	
D_1_5_6_7	25	36	6	9	20	24	47	44	40	34	31	29	15	49	1	11	3	12	13	45	2	41	39	38	37	4	5	33	32	30	7	28	14	16	19	21	22	10	48	27	35	8	25	18	42	43	17	26	46	23	
D_1_5_6_7	26	20	12	44	9	49	35	17	15	31	11	14	6	45	4	3	1	43	32	33	34	36	38	47	42	39	40	41	37	30	24	28	2	5	13	19	22	18	48	25	27	21	29	16	10	8	7	26	46	23	
D_1_5_6_7	27	18	12	24	45	44	41	38	37	35	30	26	20	17	15	49	4	5	8	32	36	6	34	33	14	31	3	42	43	27	25	48	2	22	1	9	19	11	47	39	40	46	13	29	28	23	21	10	16	7	
D_1_5_6_7	28	49	18	17	45	44	43	42	39	38	37	35	32	30	26	19	24	5	8	15	16	47	3	4	41	40	36	33	31	10	9	22	27	14	25	48	13	12	21	46	1	2	28	29	6	7	23	34	11	20	
D_1_5_6_7	29	26	18	17	43	42	48	30	32	35	37	14	38	13	8	5	46	39	27	40	41	44	34	45	31	28	47	24	49	12	2	21	3	4	19	16	15	25	10	1	6	7	23	11	36	33	20	22	29	9	
D_1_5_6_7	30	46	26	8	13	16	37	38	21	10	30	23	42	5	43	48	32	18	31	29	24	34	39	40	41	45	47	33	28	49	11	22	1	19	17	2	3	14	4	27	7	44	6	25	12	36	35	15	20	9	
D_1_5_6_7	31	21	46	10	23	19	22	42	25	43	16	27	28	13	48	7	33	34	2	31	32	26	35	37	41	29	49	17	14	45	11	8	47	5	4	3	1	38	39	44	40	0	30	20	18	15	12	9	6	36	
D_1_5_6_7	32	23	29	46	7	28	22	10	25	33	48	36	21	2	1	34	16	26	24	43	42	35	41	27	31	19	40	45	15	14	13	47	11	9	8	6	5	4	3	44	39	0	37	32	30	20	18	17	12	38	
D_1_5_6_7	33	23	1	7	29	21	25	40	28	16	22	11	9	33	6	34	36	41	10	32	31	30	27	35	24	19	20	44	45	15	14	13	46	8	47	4	3	2	39	42	43	0	37	26	48	18	17	12	5	38	
D_1_5_6_7	34	20	6	49	28	29	33	34	36	25	12	11	27	9	40	7	41	47	2	1	37	35	44	32	31	30	39	38	24	13	23	22	21	19	3	16	15	14	10	4	46	45	43	48	5	8	26	17	18	42	
D_1_5_6_7	35	44	36	6	20	9	15	24	47	40	31	29	12	49	1	3	11	13	45	2	41	39	38	37	4	34	33	32	30	7	5	27	14	16	28	22	19	48	25	23	21	8	18	17	42	43	10	46	26	35	
D_1_5_6_7	36	20	12	24	45	44	35	32	31	18	17	15	14	49	11	9	3	6	4	33	34	36	37	38	13	41	42	43	2	1	47	39	40	5	28	27	25	48	22	30	19	29	10	46	16	21	7	23	26	8	
D_1_5_6_7	37	18	17	12	24	47	45	44	38	37	35	30	26	20	15	49	4	5	8	32	36	6	41	33	14	31	42	43	3	27	25	48	2	22	9	19	11	16	39	40	46	1	13	7	29	28	23	21	10	34	
D_1_5_6_7	38	26	18	17	30	32	19	15	35	48	38	24	8	42	5	43	44	45	39	37	40	36	41	34	31	47	27	49	22	21	3	16	14	13	12	25	10	9	4	23	1	46	2	11	7	33	20	29	28	6	
D_1_5_6_7	39	26	18	17	43	42	48	30	32	35	37	14	38	13	8	5	4	46	39	28	40	41	34	33	45	31	47	24	49	12	2	3	21	19	16	7	27	10	1	44	6	9	25	15	36	20	22	23	29	11	
D_1_5_6_7	40	26	8	46	43	21	16	30	13	23	33	48	5	42	37	38	10	34	35	31	29	28	27	39	25	32	49	40	19	18	17	14	45	11	7	47	4	3	2	1	22	41	44	0	20	15	12	9	6	36	
D_1_5_6_7	41	23	46	21	10	34	27	13	22	33	28	7	42	43	25	2	48	19	31	29	24	35	38	39	40	41	45	47	32	37	49	11	1	3	4	16	5	14	26	8	44	6	30	12	36	15	17	18	20	9	
D_1_5_6_7	42	23	29	7	46	21	25	33	2	16	31	10	22	1	28	14	36	40	43	24	41	34	35	27	42	19	44	45	15	13	47	11	9	8	6	5	4	3	48	39	0	37	32	30	26	20	18	17	12	38	
D_1_5_6_7	43	20	1	29	23	11	28	40	10	9	25	7	6	21	34	22	36	16	41	24	30	32	33	35	27	31	19	44	15	14	13	45	8	46	47	3	2	39	43	42	0	37	26	48	18	17	12	5	4	38	
D_1_5_6_7	44	20	6	49	29	19	34	36	28	11	12	40	7	41	44	47	2	1	9	27	39	38	37	33	32	31	30	24	25	3	4	10	14	15	16	13	21	22	23	48	35	18	26	8	5	42	43	45	46	17	
D_1_5_6_7	45	9	15	20	44	6	36	4	3	17	11	12	29	1	31	49	32	33	30	34	39	38	40	41	45	47	37	28	24	14	25	48	2	22	19	5	7	16	27	13	46	43	42	26	10	18	35	21	23	8	
D_1_5_6_7	46	20	12	24	45	44	41	38	35	32	18	17	15	49	11	9	3	6	4	33	34	5	36	37	13	43	2	1	47	42	39	31	28	27	26	25	48	14	22	30	19	29	46	10	16	40	7	21	23	8	
D_1_5_6_7	47	18	17	12	24	47	45	44	38	37	35	30	26	19	15	49	4	5	8	13	2	3	43	42	41	40	39	36	6	33	14	31	32	27	25	48	16	22	10	9	29	1	46	11	21	7	23	34	28	20	
D_1_5_6_7	48	26	18	5	17	30	31	32	35	15	37	39	24	8	42	43	45	38	27	41	36	44	34	46	47	40	49	48	3	4	9	10	12	25	14	16	13	21	22	19	33	20	11	29	7	6	28	23	2	1	
D_1_5_6_7	49	26	43	42	18	48	30	21	32	35	37	14	38	13	10	8	5	46	39	28	40	34	41	33	45	31	47	24	49	12	23	2	3	19	17	16	4	27	7	1	44	6	25	11	15	36	20	22	29	9	
D_2_3_4_5	1	49	48	11	31	30	43	22	39	18	16	12	44	40	46	1	2	4	38	37	36	35	34	41	32	28	27	9	25	23	5	21	6	19	7	45	15	14	13	10	47	42	0	29	26	20	17	8	3	33	
D_2_3_4_5	2	49	46	48	15	44	42	40	32	30	22	18	16	13	24	11	10	12	27	41	37	36	35	34	5	43	2	28	4	45	25	7	1	8	21	20	19	9	47	39	3	14	31	33	6	29	26	23	17	38	
D_2_3_4_5	3	48	46	24	32	22	20	19	18	15	30	11	13	9	41	42	5	1	10	39	37	40	36	35	34	45	33	47	28	49	12	2	3	25	4	21	17	16	27	8	7	44	43	29	38	14	23	31	26	6	
D_2_3_4_5	4	3	26	42	46	24	37	35	32	30	48	20	40	15	19	1	10	5	13	45	36	2	34	33	4	31	29	28	6	25	7	8	9	18	17	16	47	41	39	43	44	0	27	23	22	21	14	12	11	38	
D_2_3_4_5	5	3	26	42	20	24	36	35	33	29	28	37	17	15	19	8	5	6	13	7	1	2	39	47	32	31	30	27	38	40	41	21	9	10	18	46	43	45	25	44	0	48	23	22	16	14	12	11	4	34	
D_2_3_4_5	6	3	26	17	20	36	35	33	29	28	27	25	19	41	47	6	45	39	38	37	1	2	34	4	32	31	30	5	13	9	42	23	43	21	40	10	18	16	44	14	8	24	46	0	22	15	12	11	7	48	
D_2_3_4_5	7	23	26	29	21	25	38	17	27	14	31	45	8	33	6	34	35	3	36	41	40	28	37	32	24	42	20	18	16	43	44	12	10	9	7	4	47	1	22	39	46	0	48	19	15	13	11	5	2	30	
D_2_3_4_5	8	43	23	14	38	4	36	39	34	33	31	29	27	25	17	21	6	7	8	12	2	45	5	32	9	10	28	11	41	1	22	47	20	37	44	16	24	40	46	42	0	30	26	48	19	18	15	13	3	35	
D_2_3_4_5	9	49	23	44	14	22	31	34	16	12	11	38	7	43	4	2	47	40	41	28	37	33	32	45	30	29	39	27	24	25	1	5	6	8	9	10	15	13	17	19	21	35	26	18	42	20	3	46	48	36	
D_2_3_4_5	10	49	22	11	12	38	31	43	48	23	21	18	16	14	44	9	7	2	27	1	37	41	35	34	33	32	30	29	28	40	47	4	5	6	39	19	8	45	15	13	42	46	0	26	25	20	17	10	3	36	
D_2_3_4_5	11	49	48	11	32	30	43	44	22	39	18	46	16	40	2	4	12	13	38	37	36	35	34	41	1	31	42	28	47	25	5	6	21	7	19	8	9	10	15	14	27	45	0	29	26	23	20	17	3	33	
D_2_3_4_5	12	49	46	48	15	44	42	40	32	30	22	19	18	16	24	11	10	5	13	27	41	37	36	35	34	2	28	39	4	25	7	1	8	21	20	9	47	12	45	43	3	14	31	33	6	29	26	23	17	38	
D_2_3_4_5	13	48	46	24	41	37	35	32	42	30	19	18	15	13	20	10	1	9	3	5	11	2	36	34	33	4	47	28	27	25	7	45	22	21	39	8	17	16	12	40	44	43	0	31	29	26	23	14	6	38	
D_2_3_4_5	14	3	26	42	46	24	37	36	35	30	40	20	15	13	19	10	1	8	5	45	2	4	34	33	32	31	29	28	7	47	25	48	41	9	38	18	17	6	39	43	44	0	23	22	21	16	14	12	11	27	
D_2_3_4_5	15	3	26	20	24	36	35	33	29	28	25	42	37	17	15	19	13	5	6	1	2	39	47	32	31	30	27	7	8	40	41	9	21	10	46	18	45	43	44	38	0	48	23	22	16	14	12	11	4	34	
D_2_3_4_5	16	17	3	29	26	27	28	25	41	33	23	6	35	36	47	21	45	20	40	24	32	34	37	30	31	19	18	16	42	14	13	43	44	10	9	8	4	1	38	39	46	0	22	15	12	11	7	5	2	48	
D_2_3_4_5	17	23	29	26	14	17	21	31	45	8	6	34	25	36	43	38	33	27	24	32	35	41	28	42	20	39	1	2	3	4	47	7	22	9	11	12	16	18	44	10	40	46	0	30	48	19	15	13	5	37	
D_2_3_4_5	18	23	43	14	21	25	38	17	27	28	29	12	39	33	34	7	6	4	2	31	32	41	36	37	44	24	20	45	16	13	11	10	9	8	5	47	1	22	19	46	42	0	35	30	26	48	18	15	3	40	
D_2_3_4_5	19	49	23	14	22	31	34	16	38	12	11	27	9	7	43	44	4	45	2	47	41	28	37	33	30	29	40	39	24	15	1	21	19	5	6	17	8	13	10	46	3	42	25	36	35	18	32	20	48	26	
D_2_3_4_5	20	49	22	11	12	14	43	18	16	31	38	44	48	9	7	2	33	32	34	30	35	28	27	36	39	37	45	21	40	19	46	15	13	10	8	6	5	4	47	1	23	41	42	0	26	25	20	17	3	29	
D_2_3_4_5	21	49	48	32	30	44	22	39	18	46	16	15	12	40	7	5	4	11	13	38	37	36	35	34	41	1	31	2	42	43	27	25	47	21	6	19	8	9	10	14	28	45	0	29	26	23	20	17	3	33	
D_2_3_4_5	22	49	46	48	15	44	42	41	40	32	30	22	20	18	16	24	11	10	5	1	13	36	35	34	4	7	2	27	45	25	8	9	21	19	47	12	37	39	43	3	6	33	14	31	29	28	26	23	17	38	
D_2_3_4_5	23	3	42	48	46	24	41	37	35	32	30	19	18	15	20	1	10	5	13	12	2	36	4	34	33	47	7	28	40	25	8	22	21	39	9	17	16	11	26	43	45	44	0	31	29	27	23	14	6	38	
D_2_3_4_5	24	3	26	42	24	37	36	35	30	40	25	20	15	13	19	1	5	8	46	6	45	2	4	34	33	32	31	29	28	7	41	9	10	38	18	17	47	48	39	43	44	0	23	22	21	16	14	12	11	27	
D_2_3_4_5	25	20	3	26	37	36	35	33	29	28	25	42	19	17	24	6	13	14	38	1	2	4	34	5	32	31	30	47	27	9	41	10	43	21	39	46	18	45	44	15	8	40	0	23	22	16	12	11	7	48	
D_2_3_4_5	26	29	17	3	26	23	38	33	25	8	35	6	45	36	21	47	28	27	24	31	40	34	37	30	32	19	20	18	16	42	14	13	12	43	10	9	44	4	41	39	46	0	22	15	11	7	5	2	1	48	
D_2_3_4_5	27	23	6	29	31	25	38	26	17	27	14	45	43	8	7	33	34	36	21	32	28	35	40	41	24	20	18	16	44	12	11	10	9	4	47	2	1	22	39	42	46	0	30	48	19	15	13	5	3	37	
D_2_3_4_5	28	14	23	43	12	33	34	29	38	39	28	7	44	4	21	2	27	31	17	24	37	41	45	47	32	25	49	11	22	20	19	1	16	15	13	5	6	10	9	8	46	3	42	26	48	36	35	18	30	40	
D_2_3_4_5	29	49	23	22	12	31	16	14	11	9	38	27	7	47	43	2	44	45	29	30	39	40	35	37	28	41	33	34	24	13	1	21	19	4	17	5	15	10	8	6	46	3	42	25	36	18	32	20	48	26	
D_2_3_4_5	30	49	48	22	11	34	31	43	18	16	14	12	44	9	7	2	4	38	37	36	35	1	33	32	30	41	28	27	40	47	23	5	21	39	19	6	45	15	46	13	10	42	0	26	25	20	17	8	3	29	
D_2_3_4_5	31	49	48	15	32	22	18	16	39	30	12	11	40	44	5	4	46	10	41	42	43	38	37	36	35	45	34	47	28	24	14	1	2	25	21	7	19	8	27	13	9	3	6	29	20	23	33	31	26	17	
D_2_3_4_5	32	46	48	24	42	41	40	32	30	22	20	18	16	15	49	11	10	5	1	27	39	2	37	36	35	34	33	13	44	3	4	25	7	47	8	21	9	19	17	12	45	43	14	31	6	29	28	26	23	38	
D_2_3_4_5	33	3	42	48	46	24	37	32	30	41	26	20	18	15	19	1	10	5	13	45	36	35	34	33	2	31	4	28	7	25	8	21	9	40	17	16	11	47	39	43	44	0	29	27	23	22	14	12	6	38	
D_2_3_4_5	34	3	26	42	24	35	30	29	25	40	20	19	36	15	37	6	1	46	8	13	5	38	33	32	31	2	47	28	18	39	7	41	9	10	17	43	45	27	44	0	48	23	22	21	16	14	12	11	4	34	
D_2_3_4_5	35	20	3	17	26	19	25	28	13	29	45	33	6	35	36	37	42	30	41	32	27	34	40	31	24	38	18	16	43	14	44	46	9	8	47	5	4	2	1	21	39	0	23	22	15	12	11	10	7	48	
D_2_3_4_5	36	26	29	33	21	27	28	17	14	25	23	8	36	6	45	3	38	47	35	34	32	31	30	37	24	20	42	39	19	18	16	43	13	12	44	10	9	7	4	41	40	46	0	22	15	11	5	2	1	48	
D_2_3_4_5	37	23	29	6	25	14	31	43	33	34	8	7	39	4	36	21	38	27	17	24	28	35	41	26	32	20	44	18	16	45	12	11	10	9	5	47	2	1	22	40	46	42	0	30	48	19	15	13	3	37	
D_2_3_4_5	38	14	44	23	12	16	33	34	38	17	39	7	43	4	28	2	47	21	31	29	24	37	41	45	32	27	49	11	1	22	20	19	15	13	5	6	25	10	9	8	46	3	42	26	36	35	18	30	48	40	
D_2_3_4_5	39	49	23	22	12	21	31	14	11	9	38	27	7	47	43	2	44	29	45	30	39	34	35	37	28	41	40	33	24	13	48	1	19	18	16	4	15	5	10	8	6	46	3	25	26	36	17	32	20	42	
D_2_3_4_5	40	49	48	22	11	34	31	30	43	44	18	16	12	39	9	1	2	4	13	37	36	35	40	32	47	41	28	27	19	5	23	6	21	7	38	46	45	15	14	10	42	0	29	26	25	20	17	8	3	33	
D_2_3_4_5	41	49	48	15	32	22	18	16	30	12	11	13	40	42	44	46	10	39	41	38	43	37	36	35	34	45	47	28	24	14	1	25	2	4	21	20	19	5	27	9	8	7	3	26	17	33	23	31	29	6	
D_2_3_4_5	42	46	30	48	24	42	41	40	32	22	20	19	18	15	49	11	10	5	1	27	39	2	37	36	35	34	33	13	45	3	25	7	47	8	21	9	17	16	12	4	44	43	14	31	6	29	28	26	23	38	
D_2_3_4_5	43	3	26	42	46	24	35	32	30	41	48	20	37	18	15	19	13	1	10	5	36	34	33	2	31	4	40	28	47	25	7	8	9	11	17	16	45	39	43	44	0	29	27	23	22	21	14	12	6	38	
D_2_3_4_5	44	3	26	42	24	36	35	33	29	25	40	20	37	17	15	19	13	5	8	46	6	10	1	2	47	32	31	30	18	43	27	7	45	41	9	21	28	38	44	39	0	48	23	22	16	14	12	11	4	34	
D_2_3_4_5	45	3	17	26	20	19	37	36	35	6	25	33	41	45	29	28	27	31	32	34	38	30	23	24	21	1	2	4	5	47	8	9	46	44	13	14	43	16	18	39	42	40	0	22	15	12	11	10	7	48	
D_2_3_4_5	46	29	26	23	28	14	38	25	33	17	9	34	6	45	35	3	36	21	8	27	24	31	37	40	32	42	22	20	18	16	43	13	12	44	10	7	4	47	41	39	46	0	48	19	15	11	5	2	1	30	
D_2_3_4_5	47	38	6	29	23	14	36	39	34	33	31	27	25	21	17	43	4	7	8	45	1	2	47	32	5	40	28	41	9	10	22	11	20	37	44	12	16	24	42	46	0	30	26	48	19	18	15	13	3	35	
D_2_3_4_5	48	44	14	23	49	28	31	16	34	38	39	12	7	43	4	2	47	41	37	45	33	32	30	29	40	27	24	13	9	10	11	25	5	8	15	19	20	21	22	1	17	6	46	3	26	36	35	18	48	42	
D_2_3_4_5	49	49	22	12	11	23	21	31	18	14	38	43	7	47	2	44	9	30	45	33	39	35	37	41	29	40	34	28	24	13	1	48	19	4	16	5	15	27	10	8	6	46	3	26	36	17	32	20	25	42	
D_2_3_4_6	1	2	38	24	45	41	37	36	33	32	29	26	23	22	21	19	17	49	7	1	4	46	44	42	3	39	16	8	31	30	15	28	10	25	18	14	48	9	12	47	20	43	13	11	5	6	35	34	27	40	
D_2_3_4_6	2	38	15	24	42	37	36	33	32	26	23	21	19	18	49	2	11	4	5	46	39	43	35	44	45	13	30	29	28	41	7	48	8	22	9	20	10	17	16	12	1	47	14	31	3	34	6	27	25	40	
D_2_3_4_6	3	46	38	16	24	35	32	39	26	48	42	21	20	36	43	15	18	37	1	11	10	9	5	34	33	4	30	29	28	13	7	41	8	19	12	45	40	47	44	0	27	25	23	22	17	14	6	3	2	31	
D_2_3_4_6	4	24	34	42	36	9	16	35	29	48	20	43	15	37	1	11	8	46	5	13	47	33	32	38	30	3	39	27	25	4	41	19	45	10	14	26	18	44	40	0	28	23	22	21	17	12	7	6	2	31	
D_2_3_4_6	5	34	47	20	18	48	16	15	27	13	25	35	11	9	8	42	43	5	3	46	10	30	33	24	39	37	41	45	36	29	49	26	1	4	6	7	28	14	19	17	38	21	40	12	22	23	44	32	2	31	
D_2_3_4_6	6	47	6	34	27	35	16	39	40	25	12	10	8	43	28	48	3	46	9	20	29	30	24	42	44	45	36	41	49	23	1	21	5	19	18	7	26	13	14	2	4	11	38	37	17	33	32	31	22	15	
D_2_3_4_6	7	47	27	6	31	40	12	22	28	30	34	14	13	25	44	3	36	39	35	41	32	42	43	29	45	26	24	49	23	21	20	1	18	17	11	5	48	10	9	8	7	46	2	4	38	15	16	33	19	37	
D_2_3_4_6	8	40	6	31	23	22	27	28	44	17	30	14	13	12	47	7	3	2	25	32	33	43	29	35	37	41	26	49	21	39	18	45	11	10	8	5	4	1	48	20	46	42	0	36	34	19	16	15	9	38	
D_2_3_4_6	9	40	2	31	23	22	44	17	49	33	32	21	14	19	4	6	12	13	37	1	35	41	3	5	30	29	28	27	39	43	7	8	20	38	45	15	11	25	47	46	42	0	34	26	48	18	16	10	9	36	
